Account_Number,Zip Code,Total_Mortgage_Balances,Total_HE_Balances,Num_Trades_Past_Due,Num_HE_Trades,FICO_Score_Original,Loan Period,Origination_Date,Maturity_Date,LTV_Original,Lien_Position,Origination_DTI,m1_FICO_Score_Current,m1_Commitments,m1_Outstandings,m1_LTV_Current,m1_Day_Past_Due,m1_APR,m1_Deliqunecy,m2_FICO_Score_Current,m2_Commitments,m2_Outstandings,m2_LTV_Current,m2_Day_Past_Due,m2_APR,m2_Deliqunecy,m3_FICO_Score_Current,m3_Commitments,m3_Outstandings,m3_LTV_Current,m3_Day_Past_Due,m3_APR,m3_Deliqunecy,m4_FICO_Score_Current,m4_Commitments,m4_Outstandings,m4_LTV_Current,m4_Day_Past_Due,m4_APR,m4_Deliqunecy,m5_FICO_Score_Current,m5_Commitments,m5_Outstandings,m5_LTV_Current,m5_Day_Past_Due,m5_APR,m5_Deliqunecy,m6_FICO_Score_Current,m6_Commitments,m6_Outstandings,m6_LTV_Current,m6_Day_Past_Due,m6_APR,m6_Deliqunecy
81,,0,0,,0,0,7310,6/19/2007,6/24/2027,0,1,0,654,20152.35,20448.16,0.071,0,0,0,636,20048.16,20765.21,0.065,0,0,0,688,20153.2,20444.77,0.092,0,0,0,662,21508.21,21506.57,0.093,0,0,0,643,21185.25,20531.4,0.077,0,0,0,690,20450.61,21479.13,0.075,0,0,0
82,,0,0,,0,0,3661,6/24/2007,7/2/2017,0,1,0,669,584.66,603.44,0.012,0,0,0,695,478.56,455.51,0.012,0,0,0,709,374.13,356.69,0.476,0,0,0,689,245.17,244.77,0.472,0,0,0,662,122.54,116.03,0.439,0,0,0,641,0,0,0.471,0,0,0
83,,0,0,,0,0,7309,6/23/2007,6/27/2027,0,1,0,783,49876.02,51553.82,0.332,0,0,0,796,47666.46,49324.91,0.31,0,0,0,773,47894.96,48572.54,0.581,0,0,0,788,48116.58,47173.77,0.63,0,0,0,762,48331.25,51348.22,0.612,0,0,0,724,48063.03,49088.3,0.559,0,0,0
84,,0,0,,0,0,3659,6/26/2007,7/2/2017,0,1,0,781,910.95,939.92,0.018,0,0,0,776,737.87,731.59,0.018,0,0,0,753,543.63,533.21,0.009,0,0,0,760,351.96,376.99,0.009,0,0,0,762,184.89,174.85,0.006,0,0,0,747,0,0,0.006,0,0,0
85,,0,0,,0,0,5484,8/6/2007,8/11/2022,0,1,0,548,53865.61,54081.37,0.171,38,0,1,510,52788.3,51373.84,0.178,73,0,1,526,53012.15,53218.56,0,0,0,0,526,53547.63,55435.27,0,10,0,1,521,51405.72,55398.99,0,40,0,1,532,54452.69,54652.25,0,11,0,1
86,,0,0,,0,0,7310,8/15/2007,8/20/2027,0,1,0,722,69195.78,68813.61,0.292,0,0,0,694,68816.52,64446.8,0.275,0,0,0,767,65802.33,62764.56,0.311,0,0,0,767,65432.18,69099.42,0.308,0,0,0,703,68312.22,66667.07,0.343,0,0,0,710,65330.38,66933.66,0.317,0,0,0
87,,0,0,,0,0,7341,7/10/2007,8/15/2027,0,1,0,599,52423.21,49542.26,0.171,0,0,0,653,53667.97,52859.44,0.175,0,0,0,641,48556.73,52855.6,0.899,7,0,1,660,52057.38,54130.2,0.864,0,0,0,611,52057.38,54630.85,0.798,7,0,1,611,48463.91,52459.12,0.798,0,0,0
88,,0,0,,0,0,5483,6/30/2007,7/4/2022,0,1,0,823,17813.61,17203.62,0.174,0,0,0,798,16117.07,16861.59,0.177,0,0,0,789,16582.78,16983.62,0,0,0,0,806,16152.83,17128.18,0,0,0,0,713,16642.31,16610.94,1.576,0,0,0,758,16511.12,16815.11,1.607,0,0,0
89,,0,0,,0,0,7309,6/30/2007,7/4/2027,0,1,0,711,10951.85,11432.4,0.107,0,0,0,698,10466.23,10617.08,0.107,0,0,0,733,10306.61,10994.69,0.177,0,0,0,740,10468.13,10914.28,0.176,0,0,0,682,10095.75,11514.03,0.123,0,0,0,703,10466.31,10361.22,0.096,0,0,0
90,,0,0,,0,0,7310,7/5/2007,7/10/2027,0,1,0,770,44240.77,43153.17,0.236,0,0,0,761,43171.06,43346.09,0.227,0,0,0,731,41691.81,43533.06,0.511,0,0,0,784,41468.54,40656.87,0.526,0,0,0,730,39181.65,41278.74,0.425,0,0,0,768,43068.57,42312.69,0.429,0,0,0
91,,0,0,,0,0,7310,7/16/2007,7/21/2027,0,1,0,800,12772.33,9793.86,0.134,584,0,1,777,13579.01,9605.51,0.142,634,0,1,0,14116.79,9134.65,0.345,652,0,1,0,13713.45,8178.65,0.352,664,0,1,0,13579.01,8340.6,0.357,721,0,1,0,14116.79,8178.65,0.346,761,0,1
92,,0,0,,0,0,7317,6/20/2007,7/2/2027,0,1,0,756,5631.66,5471.13,0.027,0,0,0,801,5032.82,5348.02,0.027,0,0,0,793,4328.12,4556.42,0,0,0,0,777,3857.29,3706.7,0,0,0,0,825,3130.47,3155.9,0,0,0,0,777,2365,2403.94,0,0,0,0
93,,0,0,,0,0,3658,7/11/2007,7/16/2017,0,1,0,803,1404.23,1392.47,0.022,0,0,0,885,1195.02,1139.71,0.02,0,0,0,801,813.15,865.43,0.01,0,0,0,885,566.19,604.92,0.01,0,0,0,812,294.56,293.13,0.008,0,0,0,879,0,0,0.008,0,0,0
94,,0,0,,0,0,7309,8/25/2007,8/29/2027,0,1,0,793,42149.3,43160.18,0.269,0,0,0,754,41094.79,40427.61,0.26,0,0,0,754,39222.14,42280.52,0,0,0,0,777,39829.83,41528.99,0,0,0,0,804,40018.84,43819.18,0,0,0,0,765,42638.45,40633.1,0,0,0,0
95,,0,0,,0,0,5485,7/8/2007,7/14/2022,0,1,0,829,16800.93,17720.75,0.443,0,0,0,815,17592.84,17494.64,0.439,0,0,0,798,17034.44,15772.97,0.495,0,0,0,856,16646.63,16467.33,0.452,0,0,0,790,15295.86,16901.74,0,0,0,0,832,15245.08,15846.06,0,0,0,0
96,,0,0,,0,0,7311,8/2/2007,8/8/2027,0,1,0,873,8246.04,8198.46,0.071,0,0,0,853,8155.58,7790.14,0.069,0,0,0,837,7829.65,8252.97,0,0,0,0,870,7879.42,8024.33,0,0,0,0,856,7343.92,8178.34,0,0,0,0,831,7635.4,7848.19,0,0,0,0
97,,0,0,,0,0,7321,7/17/2007,8/2/2027,0,1,0,774,12832.19,12239.88,0.069,0,0,0,786,13061.43,12731.54,0.069,0,0,0,755,13041.68,12589.37,0,0,0,0,801,13005.97,13002.82,0,0,0,0,760,11987.38,12582.8,0.767,0,0,0,792,0,0,0.767,0,0,0
98,,0,0,,0,0,15741,7/28/2007,9/1/2050,0,1,0,659,30573.1,32293.38,0.081,0,0,0,728,32120.69,31607.76,0.079,0,0,0,766,30805.31,30923.75,0.789,0,0,0,781,30127.49,33216.43,0.789,0,0,0,701,33251.36,33493.95,0.737,0,0,0,731,32571.15,33442.32,0.7,0,0,0
99,,0,0,,0,0,5497,8/14/2007,9/1/2022,0,1,0,745,39618.03,40176.01,0.049,0,0,0,655,39904.26,37313.84,0.055,0,0,0,689,36691.28,39161.8,0,0,0,0,662,35732.23,40257.32,0,0,0,0,651,39493.51,38291.75,0,0,0,0,699,35493.52,39505.75,0,0,0,0
100,,0,0,,0,0,5485,8/5/2007,8/11/2022,0,1,0,602,16088.57,15682.93,0.093,11,0,1,583,16528.02,16291.16,0.086,10,0,1,571,15495.67,14952.07,0.076,0,0,0,625,14720.89,15259.98,0.081,10,0,1,646,16115.5,16223.77,0,39,0,1,590,15030.8,16705.67,0,69,0,1
101,,0,0,,0,0,7310,7/18/2007,7/23/2027,0,1,0,725,14048.13,13820.9,0.086,0,0,0,758,14258.35,13749.26,0.089,0,0,0,700,13834.84,14882.16,0,0,0,0,729,14184.27,14491.44,0,0,0,0,0,13550.87,14123.85,0,0,0,0,0,14363.73,13962.07,0,0,0,0
102,,0,0,,0,0,7341,7/31/2007,9/5/2027,0,1,0,810,34279.74,31747.02,0.157,0,0,0,795,34767.32,32248.58,0.159,0,0,0,772,33270.44,34726.53,0.414,0,0,0,772,33752.27,34496.16,0.414,0,0,0,767,33574.1,34979.25,0.401,0,0,0,775,32422.08,35119.25,0.393,0,0,0
103,,0,0,,0,0,7310,7/24/2007,7/29/2027,0,1,0,689,34942.73,36182.91,0.161,0,0,0,711,37308.47,37823.75,0.161,0,0,0,683,36764.5,37997.69,0.73,0,0,0,739,37298.67,37886.07,0.775,0,0,0,749,37110.57,38055.48,0.686,0,0,0,699,35146.01,36749.6,0.707,0,0,0
104,,0,0,,0,0,3658,7/11/2007,7/16/2017,0,1,0,739,970.01,1020.79,0.032,0,0,0,735,762.72,771.67,0.032,0,0,0,757,603.35,574.39,0,0,0,0,707,407.29,398.65,0,0,0,0,721,196.06,209.07,0.003,0,0,0,721,0,0,0,0,0,0
105,,0,0,,0,0,7371,7/11/2007,9/15/2027,0,1,0,621,18579.66,18487.62,0.127,0,0,0,669,17597.31,18573.52,0.116,0,0,0,669,17153.93,18301.61,0,0,0,0,669,17065.46,18740.05,0,0,0,0,625,17151.43,18102.42,0.123,0,0,0,644,17583.13,17469.7,0.098,0,0,0
106,,0,0,,0,0,3657,9/22/2007,9/26/2017,0,1,0,803,8905.09,8923.96,0.041,0,0,0,852,7192.61,7656.06,0.041,0,0,0,810,5934.32,6318.72,0.04,0,0,0,844,5143.29,4794.31,0.037,0,0,0,781,3844.75,3802.12,0.027,0,0,0,855,2464.44,2579.32,0.025,0,0,0
107,,0,0,,0,0,7310,8/15/2007,8/20/2027,0,1,0,806,21808.25,22331.21,0.114,0,0,0,741,20410.28,20492.88,0.113,0,0,0,795,21375.88,22105.18,0,0,0,0,811,21691.78,21289.13,0,0,0,0,761,21790.9,22047.55,0,0,0,0,761,21676.51,21927.26,0,0,0,0
108,,0,0,,0,0,7310,7/23/2007,7/28/2027,0,1,0,857,31709.78,30904.6,0.078,0,0,0,780,29664.37,30716.66,0.071,0,0,0,780,32247,29293.97,0.713,0,0,0,772,29910.71,32115.59,0.759,0,0,0,783,30026.2,31280.12,0.754,0,0,0,831,30136.49,29830.13,0.807,0,0,0
109,,0,0,,0,0,3657,8/25/2007,8/29/2017,0,1,0,875,1002.36,1025.46,0.013,0,0,0,825,837.89,901.1,0.013,0,0,0,859,686.51,744.1,0.007,0,0,0,893,537.68,564.09,0.007,0,0,0,863,348.73,351.12,0.005,0,0,0,838,169.3,180.82,0.005,0,0,0
110,,0,0,,0,0,7312,7/26/2007,8/2/2027,0,1,0,696,81705.03,85388.75,0.24,0,0,0,714,85422.98,79107.33,0.247,0,0,0,728,81669.7,86965.8,0.256,0,0,0,707,81231.1,82139.68,0.25,0,0,0,663,80789.77,81675.43,0.235,0,0,0,691,80345.69,84557.35,0.194,0,0,0
111,,0,0,,0,0,7311,8/1/2007,8/7/2027,0,1,0,606,97703.97,101047.78,0.404,0,0,0,663,98159.25,97580.94,0.4,0,0,0,712,98600.97,96083.57,0.427,0,0,0,677,95183.23,98569.94,0.42,0,0,0,0,97530.91,94046.66,0.427,0,0,0,0,93187.39,103345.45,0.365,0,0,0
112,,0,0,,0,0,7312,7/26/2007,8/2/2027,0,1,0,576,48708.46,50390.39,0.141,0,0,0,618,46498.88,50618.87,0.13,0,0,0,625,47716.47,46440.84,0,0,0,0,631,46495.41,47388.67,0,0,0,0,602,49136.97,52085.96,0,0,0,0,596,49349.99,49820.19,0,0,0,0
113,,0,0,,0,0,7313,7/25/2007,8/2/2027,0,1,0,729,22494.43,22586.94,0.146,0,0,0,702,21839.25,21927.55,0.151,0,0,0,702,22602.46,21819.92,0.804,0,0,0,717,22594.44,21765.03,0.788,0,0,0,698,21195.89,22534.3,0.842,0,0,0,764,21624.09,23188.52,0.85,0,0,0
114,,0,0,,0,0,3659,8/1/2007,8/7/2017,0,1,0,719,1342.22,1414.16,0.023,0,0,0,752,1098.54,1204.58,0.022,0,0,0,767,955.42,900.95,0.011,0,0,0,805,669.52,717.88,0.01,0,0,0,743,470.5,445.59,0.008,0,0,0,759,0,0,0.008,0,0,0
115,,0,0,,0,0,3658,8/8/2007,8/13/2017,0,1,0,789,2925.46,2819.5,0.04,0,0,0,639,2422.1,2239.42,0.04,0,0,0,639,1962.32,1796.47,0.024,0,0,0,700,1434.06,1363.4,0.023,0,0,0,677,987.13,994.63,0.016,0,0,0,643,485.53,469.04,0.016,0,0,0
116,,0,0,,0,0,7316,8/21/2007,9/1/2027,0,1,0,711,8867.72,8457.43,0.082,0,0,0,708,8706.71,8632.08,0.089,0,0,0,687,8048.67,8629.5,0.612,0,0,0,714,8469.41,8058.28,0.6,0,0,0,716,7739.86,7902.8,0.621,0,0,0,695,7667.51,8501.82,0.585,0,0,0
117,,0,0,,0,0,7310,8/27/2007,9/1/2027,0,1,0,659,44792.21,46325.3,0.128,0,0,0,590,45213.14,44507.2,0.131,0,0,0,609,45656.41,46284.14,0.77,0,0,0,609,44091.6,44487.44,0.77,0,0,0,629,45609.27,42885.56,0.728,0,0,0,635,42744.68,44888.55,0.672,0,0,0
118,,0,0,,0,0,7331,10/6/2007,11/1/2027,0,1,0,732,34588.7,32370.12,0.068,0,0,0,708,33413.53,35226.17,0.07,0,0,0,673,31914.93,33377.52,0,0,0,0,722,33074.82,32542.09,0,0,0,0,682,32574.78,33728.96,0.083,0,0,0,724,31095.13,34222.25,0.086,0,0,0
119,,0,0,,0,0,7321,9/16/2007,10/2/2027,0,1,0,738,191814.98,177926.26,0.217,0,0,0,789,176270.88,191580.27,0.217,0,0,0,773,175335.76,183294.86,0.296,0,0,0,765,188778.22,179985.51,0.279,0,0,0,829,185965.83,193730.33,0.299,0,0,0,773,172497.09,188956.06,0.255,0,0,0
120,,0,0,,0,0,7309,8/25/2007,8/29/2027,0,1,0,737,10037.91,10183.43,0.062,0,0,0,772,10865.78,10494.47,0.063,0,0,0,772,10183.47,10534.39,0.048,0,0,0,719,10440.87,9934.12,0.05,0,0,0,766,10385.37,9882.95,0.046,0,0,0,743,8844.46,8895.95,0.048,0,0,0
121,,0,0,,0,0,7311,9/16/2007,9/22/2027,0,1,0,700,22707.9,23941.4,0.129,0,0,0,638,23509.2,23831.72,0.135,0,0,0,679,21826.23,22591.6,0.134,0,0,0,672,21276.87,23661.66,0.134,0,0,0,764,21845.45,21929.03,0.151,0,0,0,764,21741.3,22049.13,0.116,0,0,0
122,,0,0,,0,0,7310,8/14/2007,8/19/2027,0,1,0,752,4914.34,4881.2,0.044,0,0,0,801,4783.77,4798.53,0.044,0,0,0,816,4460.35,4385.51,0,0,0,0,754,4315.66,4021.4,0,0,0,0,760,3825.09,3739.28,0,0,0,0,776,3428.55,3449.7,0,0,0,0
123,,0,0,,0,0,5484,8/13/2007,8/18/2022,0,1,0,733,8104.25,8378.1,0.086,0,0,0,718,8263.46,7977.03,0.085,0,0,0,711,7404.9,7660.31,0.075,0,0,0,718,7544.03,7217.37,0.079,0,0,0,735,7008.49,7705.69,0.087,0,0,0,713,7043.2,7078.9,0.086,0,0,0
124,,0,0,,0,0,7311,9/26/2007,10/2/2027,0,1,0,615,7489.63,8222.05,0.06,0,0,0,623,7704.33,7732.01,0.059,0,0,0,648,7751.11,7703.41,0,0,0,0,629,7567.57,7746.03,0,0,0,0,532,7169.59,7260.76,0,0,0,0,553,7126.83,6860.07,0,0,0,0
125,,0,0,,0,0,5483,8/25/2007,8/29/2022,0,1,0,798,23990.14,23167.07,0.084,0,0,0,808,21375.07,22135.29,0.08,0,0,0,817,22593.07,22678.79,0.786,0,0,0,867,20707.85,21525.73,0.749,0,0,0,842,21228.63,21825.91,0.749,0,0,0,867,20664.29,20801.28,0.749,0,0,0
126,,0,0,,0,0,5484,8/29/2007,9/3/2022,0,1,0,810,25924.5,24258.97,0.137,0,0,0,773,25109.89,26207.65,0.14,0,0,0,845,25532.86,24893.72,0,0,0,0,845,24722.82,24689.88,0,0,0,0,861,22726.79,23374.88,0,0,0,0,787,23369.11,24268.52,0,0,0,0
127,,0,0,,0,0,7310,8/21/2007,8/26/2027,0,1,0,671,7317.96,7348.3,0.045,0,0,0,685,7139.3,7379.39,0.047,0,0,0,698,7170.7,6780.32,0.43,0,0,0,685,7062.57,7167.88,0.421,0,0,0,666,7230.35,6912.88,0.451,0,0,0,628,6779.25,7085.21,0.451,0,0,0
128,,0,0,,0,0,7310,8/28/2007,9/2/2027,0,1,0,762,42106.57,43221.93,0.719,0,0,0,792,41894.64,45197.35,0.726,0,0,0,784,43436.29,43875.04,0,0,0,0,832,45831.41,44958.43,0,0,0,0,852,42987.17,42118.74,0,0,0,0,852,43192.28,42776.58,0,0,0,0
129,,0,0,,0,0,7311,8/26/2007,9/1/2027,0,1,0,825,18096.84,17992.92,0.308,0,0,0,773,17827.86,17013.93,0.305,0,0,0,845,17208.91,17630.33,0.263,0,0,0,813,16594.87,18929.96,0.261,0,0,0,843,18070.89,18825.7,0.24,0,0,0,811,17628.5,17472.79,0.248,0,0,0
130,,0,0,,0,0,5506,9/5/2007,10/2/2022,0,1,0,745,7450.72,6900.8,0.049,0,0,0,713,7476.76,6935.44,0.049,0,0,0,720,6851.64,6808.57,0,0,0,0,734,7216.11,7522.12,0,0,0,0,0,6725.69,7588.32,0,0,0,0,0,6739.41,7234.73,0,0,0,0
131,,0,0,,0,0,5484,8/28/2007,9/2/2022,0,1,0,849,23111.63,23204.04,0.124,0,0,0,776,24689.44,25267.86,0.129,0,0,0,800,23138.18,24412.8,0.22,0,0,0,816,22085.8,25115.35,0.22,0,0,0,784,21739.58,24473.96,0.211,0,0,0,816,23642.9,24069.71,0.209,0,0,0
132,,0,0,,0,0,7310,9/27/2007,10/2/2027,0,1,0,826,10153.86,10301.67,0.134,0,0,0,838,10627.47,10776.12,0.14,0,0,0,758,10676.57,10193.76,0.171,0,0,0,782,9995.4,10853.25,0.187,0,0,0,774,10563.29,10472.25,0.175,0,0,0,830,10815.14,10094.55,0.168,0,0,0
133,,0,0,,0,0,7372,9/5/2007,11/11/2027,0,1,0,660,54691.1,51256.35,0.142,0,0,0,718,51790.39,50442.39,0.144,0,0,0,690,53556.44,50153.95,0,0,0,0,704,50683.4,50881.27,0,0,0,0,684,48347.07,53198.5,0,0,0,0,691,53114.72,49722.82,0,0,0,0
134,,0,0,,0,0,3659,9/5/2007,9/11/2017,0,1,0,723,1194.71,1221.43,0.023,0,0,0,737,995.79,1070.35,0.022,0,0,0,745,875.41,824.67,0,0,0,0,752,660.4,709.65,0,0,0,0,0,496.4,542.82,0,0,0,0,0,366.28,333.54,0,0,0,0
135,,0,0,,0,0,7314,9/23/2007,10/2/2027,0,1,0,698,14844.18,14615.89,0.174,0,0,0,690,14061.45,14550.86,0.173,0,0,0,650,14855.85,15058.97,0,0,0,0,624,13935.57,14354.94,0,0,0,0,657,14362.17,14496.77,0,19,0,1,657,13447.17,15302.13,0,19,0,1
136,,0,0,,0,0,5501,10/10/2007,11/1/2022,0,1,0,777,29805.97,29513.76,0.067,0,0,0,807,28679.02,29997.44,0.069,0,0,0,767,28679.02,29548.08,0.742,0,0,0,815,29994.54,28264.08,0.672,0,0,0,0,29154.07,27153.3,0.075,0,0,0,0,29589.82,29215.76,0.062,0,0,0
137,,0,0,,0,0,7310,10/17/2007,10/22/2027,0,1,0,786,12925.13,13360.32,0.069,0,0,0,722,12967.72,12641.51,0.069,0,0,0,729,12883.08,12683.98,0.683,0,0,0,708,12549.41,12560.39,0.631,0,0,0,731,11848.29,12091.15,0.616,0,0,0,688,12380.85,12005.97,0.667,0,0,0
138,,0,0,,0,0,3658,9/19/2007,9/24/2017,0,1,0,793,2043.91,2048.24,0.032,0,0,0,797,1866.56,1833.64,0.031,0,0,0,789,1500.02,1441.61,0.018,0,0,0,821,1179.57,1241.41,0.017,0,0,0,821,951.4,876.54,0.015,0,0,0,765,642.01,584.61,0.013,0,0,0
139,,0,0,,0,0,9872,9/22/2007,10/2/2034,0,1,0,590,47231.03,45524.82,0.399,0,0,0,568,49363.72,46256.09,0.423,0,0,0,0,46326.33,46038.12,0.485,0,0,0,0,47971.86,47019.72,0.503,0,0,0,0,44036.42,45356.28,0.517,0,0,0,0,48439.43,47506.79,0.42,0,0,0
140,,0,0,,0,0,7310,11/7/2007,11/12/2027,0,1,0,615,28627.44,28192.12,0.214,0,0,0,613,27071.07,27765.28,0.214,0,0,0,619,28053.17,27038.53,0.262,0,0,0,583,28743.61,27305.84,0.264,0,0,0,555,29146.71,28585.16,0.229,0,0,0,572,26781.91,29563.52,0.236,0,0,0
141,,0,0,,0,0,3659,9/30/2007,10/6/2017,0,1,0,818,1367.3,1426.92,0.056,0,0,0,740,1237.33,1301.79,0.054,0,0,0,0,1074.57,1023.11,0,0,0,0,0,924.96,927.19,0,0,0,0,0,727.94,756.93,0,0,0,0,0,547.54,535.73,0,0,0,0
142,,0,0,,0,0,3658,10/1/2007,10/6/2017,0,1,0,796,3472,3589.77,0.033,0,0,0,788,3367.76,3181.64,0.032,0,0,0,756,2619.47,2872.54,0.016,0,0,0,756,2327.63,2425.84,0.016,0,0,0,795,1849.08,1942.48,0.012,0,0,0,811,1321.3,1402.09,0.013,0,0,0
143,,0,0,,0,0,7299,11/18/2007,11/12/2027,0,1,0,737,6742.52,6838.09,0.035,0,0,0,685,6904.09,6999.61,0.037,0,0,0,672,6660.2,6687.11,0.041,0,0,0,645,6815.61,7031.28,0.04,0,0,0,700,6286.25,6687.51,0.032,9,0,1,714,6208.56,6873.46,0.034,0,0,0
144,,0,0,,0,0,3660,10/20/2007,10/27/2017,0,1,0,792,4476.93,4759.03,0.05,0,0,0,876,4007.88,4174.89,0.048,0,0,0,808,3547.46,3348.52,0.039,0,0,0,859,2736.58,2798.61,0.036,0,0,0,840,2355.52,2425.52,0.025,0,0,0,890,1685.54,1664.49,0.026,0,0,0
145,,0,0,,0,0,5484,10/29/2007,11/3/2022,0,1,0,856,9958.46,9988.92,0.066,0,0,0,768,9416.56,8902.94,0.064,0,0,0,816,8228.4,8421.87,0.058,0,0,0,776,7763.44,8488.72,0.059,0,0,0,825,7096.01,7509.43,0.044,0,0,0,809,6679.16,7126.54,0.044,0,0,0
146,,0,0,,0,0,7309,11/3/2007,11/7/2027,0,1,0,852,35137.25,34609.21,0.154,0,0,0,810,33958.82,33093.38,0.162,0,0,0,886,32627.1,33091,0.123,13,0,1,802,34442.68,32466.37,0.128,14,0,1,825,34060.35,32778.95,0.113,0,0,0,808,31271.81,32260.14,0.115,0,0,0
147,,0,0,,0,0,7310,11/7/2007,11/12/2027,0,1,0,664,21526.7,22038.81,0.125,0,0,0,689,19949.46,20662.78,0.133,0,0,0,669,21102.49,20557.54,0.318,0,0,0,636,20994.84,20768.04,0.311,0,0,0,650,21093.27,20443.75,0.15,0,0,0,683,19543.1,21815.51,0.146,0,0,0
148,,0,0,,0,0,7310,12/4/2007,12/9/2027,0,1,0,780,17754.82,19023.02,0.074,0,0,0,726,17487.98,18838.18,0.072,0,0,0,705,17042.95,17939.95,0.114,0,0,0,741,18742.98,17671.96,0.115,0,0,0,741,17227.57,18115.59,0.116,0,0,0,734,18553.19,18803.94,0.119,0,0,0
149,,0,0,,0,0,5484,11/6/2007,11/11/2022,0,1,0,599,19348.53,20858.67,0.147,0,0,0,814,21132.51,19802.77,0.145,0,0,0,790,20281.81,20162.4,0.11,0,0,0,830,18658.62,20794.53,0.11,0,0,0,774,20171.58,19331.56,0.097,0,0,0,838,19340.91,19668.74,0.099,0,0,0
150,,0,0,,0,0,5484,10/24/2007,10/29/2022,0,1,0,802,13394.78,12404.6,0.166,0,0,0,805,12981.13,13420.26,0.16,0,0,0,838,13080.54,12622.21,0.128,0,0,0,805,12545.48,13178.48,0.117,0,0,0,788,12018.68,12499.98,0.111,0,0,0,788,12111.94,13218.61,0.107,0,0,0
151,,0,0,,0,0,7310,10/29/2007,11/3/2027,0,1,0,671,24824.94,26468.64,0.087,0,0,0,634,26489.11,26084.96,0.093,0,0,0,653,25347.01,25193.92,0.088,0,0,0,653,24718.4,24941.32,0.097,0,0,0,592,24344.9,25329.76,0.104,0,0,0,617,24472.48,24426.37,0.099,0,0,0
152,,0,0,,0,0,7312,12/26/2007,1/2/2028,0,1,0,749,29490.24,29610.91,0.082,0,0,0,734,27918.33,29747.3,0.077,0,0,0,727,28060.56,29879.86,0,0,0,0,749,26789.08,29920.04,0,0,0,0,747,26650.51,28330.47,0,0,0,0,732,27348.29,27324.61,0,0,0,0
153,,0,0,,0,0,7309,12/8/2007,12/12/2027,0,1,0,563,63769.53,43314.77,0.185,0,0,0,639,65645.11,46272.5,0.178,9,0,1,620,59393.19,46523.12,0.201,40,0,1,646,63144.34,40270.82,0.209,69,0,1,629,61927.47,40283.92,0.183,41,0,1,635,58874.29,40281.52,0.183,10,0,1
154,,0,0,,0,0,7311,11/21/2007,11/27/2027,0,1,0,0,0,0,0,819,0,1,0,0,0,0,884,0,1,667,0,0,0,896,0,1,674,0,0,0,899,0,1,641,0,0,0,995,0,1,597,0,-26583.54,-0.207,0,0,0
155,,0,0,,0,0,7309,12/15/2007,12/19/2027,0,1,0,724,293810.98,271901.63,1.517,0,0,0,702,281136.09,267240.65,1.565,0,0,0,654,274108.12,275727.47,0,0,0,0,722,280900.8,278156.63,0,0,0,0,653,262944.62,302366.94,0,0,0,0,666,269675.98,288658.14,0,0,0,0
156,,0,0,,0,0,5483,11/17/2007,11/21/2022,0,1,0,650,16579.58,16807.14,0.23,0,0,0,673,15130.08,16298.5,0.215,0,0,0,680,15422.07,15795.94,0.145,0,0,0,714,14932.13,15428.74,0.15,0,0,0,705,15665.05,15864.56,0.134,0,0,0,698,15172.57,15818.07,0.148,0,0,0
157,,0,0,,0,0,7341,12/12/2007,1/17/2028,0,1,0,711,28199.68,28606.53,0.316,5,0,1,654,28213.78,28038.83,0.303,0,0,0,674,28647.05,28473.82,0.28,0,0,0,708,29928.78,29952.6,0.28,0,0,0,727,28359.21,28639.75,0.288,0,0,0,699,29624.57,27338.1,0.318,0,0,0
158,,0,0,,0,0,7310,11/12/2007,11/17/2027,0,1,0,679,43483.18,44543.3,0.3,0,0,0,717,41949.73,43435.59,0.285,0,0,0,739,43906.22,44081.46,0,0,0,0,724,41946.66,44337.77,0,0,0,0,711,42154.77,42756.4,0,0,0,0,711,42784.76,46060.4,0,0,0,0
159,,0,0,,0,0,7309,12/15/2007,12/19/2027,0,1,0,629,25173.85,27664,0.193,0,0,0,630,25299.03,26467.43,0.195,0,0,0,636,25371.31,25994.46,0.259,0,0,0,676,26002.68,24977.41,0.248,0,0,0,635,26624.27,25352.16,0.258,0,0,0,668,26472.34,25457.05,0.198,0,0,0
160,,0,0,,0,0,7311,12/30/2007,1/5/2028,0,1,0,629,86332.58,69604.92,0.52,464,0,1,593,86332.58,70047.53,0.541,454,0,1,605,81399.29,70487.19,0.529,513,0,1,581,83865.93,57983.1,0.524,533,0,1,602,84688.15,55904.99,0.545,586,0,1,645,86332.58,60239.17,0.432,618,0,1
161,,0,0,,0,0,7309,12/15/2007,12/19/2027,0,1,0,698,9742.35,9782.36,0.101,0,0,0,720,10002.06,9940.14,0.109,0,0,0,773,10360.03,9789.66,0,0,0,0,720,9601.89,9796.12,0,0,0,0,765,9554.39,9951.54,0,0,0,0,758,9806.75,10614.83,0,0,0,0
162,,0,0,,0,0,7309,2/9/2008,2/13/2028,0,1,0,778,37238.75,35254.6,0.086,0,0,0,720,36343.02,37198.51,0.078,0,0,0,735,34400.34,33832.78,0,0,0,0,728,34919.18,35750.5,0,0,0,0,787,35429.55,35910.56,0,0,0,0,818,35931.37,36415.82,0,0,0,0
